条目ID,登记名称,目录名称,目录状态,卷,部,目录分类,条目类型,研究深度,登记状态,证据截止日,Jev实际模型,Jev推理版本,Jev示例版本,运行时间UTC,摘要SHA256,Mapping文件,Jev原始结果文件,四气选择,四气选择置信度,四气_寒_概率,四气_凉_概率,四气_平_概率,四气_温_概率,四气_热_概率,五味_酸_Noul得分,五味_苦_Noul得分,五味_甘_Noul得分,五味_辛_Noul得分,五味_咸_Noul得分,归经_心经_Noul得分,归经_肝经_Noul得分,归经_脾经_Noul得分,归经_肺经_Noul得分,归经_肾经_Noul得分,心经_主方向选择,心经_方向选择置信度,心经_阴-_概率,心经_阴+_概率,心经_阳-_概率,心经_阳+_概率,肝经_主方向选择,肝经_方向选择置信度,肝经_阴-_概率,肝经_阴+_概率,肝经_阳-_概率,肝经_阳+_概率,脾经_主方向选择,脾经_方向选择置信度,脾经_阴-_概率,脾经_阴+_概率,脾经_阳-_概率,脾经_阳+_概率,肺经_主方向选择,肺经_方向选择置信度,肺经_阴-_概率,肺经_阴+_概率,肺经_阳-_概率,肺经_阳+_概率,肾经_主方向选择,肾经_方向选择置信度,肾经_阴-_概率,肾经_阴+_概率,肾经_阳-_概率,肾经_阳+_概率
popcorn,爆米花,爆米花,正式目录,卷七,速食与零食部,膨化与脆食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:07:06.089201+00:00,3da5cb34bb14573a0e6ad7fdf1dc042c8128cf6168b54de3cafe26b34bb2c0dd,references/entries/popcorn/mapping.md,qa/jev-entry-batches/22-prepared-foods-crisps/raw/popcorn.json,平,0.97,0,0,0.98,0.01,0.01,0.05,0.04,0.23,0.08,0.15,0.05,0.05,0.17,0.05,0.05,阳+,0.26,0.34,0.06,0.15,0.45,阴-,0.36,0.52,0.02,0.26,0.2,阳+,0.55,0.31,0.01,0.01,0.67,阴-,0.43,0.58,0.08,0.04,0.3,阴-,0.49,0.62,0.07,0.05,0.26
shrimp-crackers,虾片,虾片,正式目录,卷七,速食与零食部,膨化与脆食,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:26:42.443437+00:00,ddbae7ad7ec465d15a4243ce1691544b27e5d7553b6cc3a521cecc4b64faee23,references/entries/shrimp-crackers/mapping.md,qa/jev-entry-batches/23-snacks-dried-meat/raw/shrimp-crackers.json,平,0.96,0,0,0.97,0.01,0.02,0.04,0.04,0.19,0.06,0.17,0.04,0.05,0.09,0.04,0.05,阳+,0.23,0.31,0.03,0.24,0.42,阴-,0.34,0.51,0.02,0.27,0.2,阳+,0.44,0.38,0.02,0.02,0.58,阴-,0.34,0.5,0.05,0.15,0.3,阴-,0.53,0.65,0.07,0.06,0.22
guoba,锅巴,锅巴,正式目录,卷七,速食与零食部,膨化与脆食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:26:42.705568+00:00,369315106afb526b3348cebfb0e1e380aeaa98f72f23d6f8fac2faedb5ea21c4,references/entries/guoba/mapping.md,qa/jev-entry-batches/23-snacks-dried-meat/raw/guoba.json,平,0.96,0,0,0.97,0.02,0.01,0.04,0.04,0.19,0.07,0.18,0.05,0.04,0.13,0.06,0.05,阳+,0.34,0.34,0.02,0.13,0.51,阴-,0.41,0.56,0.01,0.15,0.28,阴-,0.38,0.54,0.01,0.01,0.44,阴-,0.48,0.6,0.04,0.04,0.32,阴-,0.44,0.57,0.03,0.07,0.33
rice-crackers,米饼,米饼,正式目录,卷七,速食与零食部,膨化与脆食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:26:42.954762+00:00,de580b03a1ced62acff463a89fb2fa58d52361a3cecf5f661d96ade99362ee44,references/entries/rice-crackers/mapping.md,qa/jev-entry-batches/23-snacks-dried-meat/raw/rice-crackers.json,平,1,0,0,1,0,0,0.04,0.04,0.28,0.04,0.06,0.04,0.04,0.14,0.05,0.05,阳-,0.24,0.25,0.04,0.43,0.28,阴-,0.29,0.47,0.02,0.32,0.19,阳+,0.43,0.33,0.03,0.07,0.57,阴-,0.29,0.45999999999999996,0.13,0.19,0.22,阴-,0.44,0.58,0.1,0.13,0.19
seaweed-crisps,海苔脆片,海苔脆片,正式目录,卷七,速食与零食部,膨化与脆食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:26:43.217064+00:00,af2967fa3643e8cf0e0b91480c74bcaed6d3806a6d3cf3eab109974e07bbf3ff,references/entries/seaweed-crisps/mapping.md,qa/jev-entry-batches/23-snacks-dried-meat/raw/seaweed-crisps.json,平,0.98,0.01,0,0.99,0,0,0.05,0.09,0.1,0.08,0.41,0.04,0.08,0.06,0.06,0.08,阴-,0.14,0.35,0.19,0.31,0.15,阴-,0.29,0.47,0.22,0.27,0.04,阴-,0.5,0.62,0.08,0.04,0.26,阴-,0.38,0.53,0.29,0.12,0.06,阴-,0.43,0.57,0.35,0.04,0.04
vegetable-chips,蔬菜脆片,蔬菜脆片,正式目录,卷七,速食与零食部,膨化与脆食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:26:43.683118+00:00,af21e2c58bf4f7b638b3c6f864e31412db023e7bdcd56d469d530132bef73123,references/entries/vegetable-chips/mapping.md,qa/jev-entry-batches/23-snacks-dried-meat/raw/vegetable-chips.json,平,0.97,0,0,0.97,0.01,0.02,0.04,0.05,0.09,0.06,0.11,0.04,0.04,0.06,0.04,0.04,阳-,0.19,0.34,0.04,0.39,0.23,阴-,0.38,0.54,0.02,0.35,0.09,阴-,0.45,0.58,0.03,0.04,0.35,阴-,0.44,0.58,0.08,0.24,0.1,阴-,0.55,0.66,0.05,0.15,0.14
freeze-dried-fruit,冻干水果,冻干水果,正式目录,卷七,速食与零食部,膨化与脆食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:26:43.909752+00:00,a2eae047f3c320ed586ba143258df5896b1d677d5db182f3c8bdb1860e63939b,references/entries/freeze-dried-fruit/mapping.md,qa/jev-entry-batches/23-snacks-dried-meat/raw/freeze-dried-fruit.json,平,0.99,0,0.01,0.99,0,0,0.14,0.05,0.4,0.05,0.04,0.06,0.07,0.1,0.05,0.05,阴+,0.23,0.26,0.43,0.22,0.09,阴-,0.37,0.53,0.17,0.26,0.04,阴-,0.35,0.52,0.26,0.02,0.2,阴+,0.44,0.28,0.58,0.11,0.03,阴-,0.34,0.5,0.38,0.07,0.05
beef-jerky,牛肉干,牛肉干,正式目录,卷七,速食与零食部,肉制品与肉类零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:26:44.172226+00:00,2203d5aee91b718e6cadca026128cf0cce6598aac664d1604d86246ffd065f8a,references/entries/beef-jerky/mapping.md,qa/jev-entry-batches/23-snacks-dried-meat/raw/beef-jerky.json,平,0.87,0,0,0.89,0.1,0.01,0.05,0.05,0.21,0.12,0.39,0.05,0.05,0.13,0.04,0.06,阳+,0.58,0.11,0.13,0.08,0.6799999999999999,阳+,0.28,0.25,0.13,0.16,0.46,阳+,0.63,0.2,0.06,0.02,0.72,阴-,0.26,0.45,0.06,0.13,0.36,阳+,0.46,0.22,0.13,0.06,0.59
pork-jerky,猪肉脯,猪肉脯,正式目录,卷七,速食与零食部,肉制品与肉类零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:26:44.421619+00:00,fcc2fdc71d7ef8a7a636b28b106b5fcb42131ae5886d84dac9ffe0bac8b30a7e,references/entries/pork-jerky/mapping.md,qa/jev-entry-batches/23-snacks-dried-meat/raw/pork-jerky.json,平,0.96,0,0,0.97,0.02,0.01,0.05,0.04,0.33,0.1,0.32,0.04,0.05,0.09,0.04,0.05,阳+,0.36,0.2,0.13,0.14,0.53,阴-,0.2,0.39,0.12,0.22,0.27,阳+,0.36,0.38,0.07,0.03,0.52,阴-,0.38,0.53,0.09,0.13,0.25,阴-,0.2,0.39,0.17,0.08,0.36
chicken-breast-jerky,鸡胸肉干,鸡胸肉干,正式目录,卷七,速食与零食部,肉制品与肉类零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:26:44.641778+00:00,6ab44a68ad1cbf1d2e2e0151918abca589b219747018d2cd7407cd8b19a09f88,references/entries/chicken-breast-jerky/mapping.md,qa/jev-entry-batches/23-snacks-dried-meat/raw/chicken-breast-jerky.json,平,0.97,0,0,0.98,0.02,0,0.05,0.05,0.18,0.12,0.3,0.05,0.04,0.11,0.05,0.05,阳+,0.47,0.15,0.17,0.08,0.6,阴-,0.11,0.33,0.14,0.2,0.33,阳+,0.67,0.19,0.05,0.01,0.75,阴-,0.22,0.42,0.12,0.08,0.38,阳+,0.18,0.36,0.21,0.05,0.38
sausage,肉肠,肉肠,正式目录,卷七,速食与零食部,肉制品与肉类零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:26:44.886025+00:00,93b40ed4b6bdcd1a69aa284bf8b2450b7b8cd486940124f4ead52bd6ff400aca,references/entries/sausage/mapping.md,qa/jev-entry-batches/23-snacks-dried-meat/raw/sausage.json,平,0.97,0,0,0.98,0.02,0,0.04,0.04,0.11,0.08,0.23,0.04,0.04,0.06,0.04,0.04,阳+,0.35,0.18,0.05,0.26,0.51,阴-,0.18,0.39,0.03,0.31,0.27,阳+,0.4,0.38,0.03,0.04,0.55,阴-,0.28,0.46,0.05,0.25,0.24,阳+,0.25,0.41,0.06,0.09,0.44
ham-sausage,火腿肠,火腿肠,正式目录,卷七,速食与零食部,肉制品与肉类零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:35:04.272269+00:00,8a8b2355ffca86ea7d130e0585e6baeb38ac9392606eabe2c396333a50a9c71f,references/entries/ham-sausage/mapping.md,qa/jev-entry-batches/24-processed-meat-chinese-snacks/raw/ham-sausage.json,平,0.97,0,0,0.98,0.02,0,0.04,0.04,0.1,0.09,0.41,0.04,0.04,0.08,0.04,0.05,阳+,0.39,0.24,0.04,0.18,0.54,阴-,0.19,0.39,0.03,0.26,0.32,阳+,0.41,0.4,0.02,0.02,0.56,阴-,0.38,0.54,0.03,0.14,0.29,阴-,0.42,0.56,0.04,0.05,0.35
luncheon-meat,午餐肉,午餐肉,正式目录,卷七,速食与零食部,肉制品与肉类零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:35:04.515989+00:00,6a1def4d552dcdd06223d3c93699986c88f759c0e4d29b3392ee646e33657f5e,references/entries/luncheon-meat/mapping.md,qa/jev-entry-batches/24-processed-meat-chinese-snacks/raw/luncheon-meat.json,平,0.96,0,0,0.97,0.03,0,0.04,0.04,0.11,0.07,0.42,0.05,0.04,0.08,0.04,0.05,阳+,0.44,0.2,0.06,0.15,0.59,阴-,0.15,0.37,0.06,0.21,0.36,阳+,0.54,0.28,0.04,0.02,0.66,阴-,0.32,0.49,0.04,0.14,0.33,阴-,0.3,0.48,0.06,0.04,0.42
bacon,培根,培根,正式目录,卷七,速食与零食部,肉制品与肉类零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:35:04.977463+00:00,ef133101651d4344be9ae4c5916e50971dcca2b6799a981ab9a741eaf2ffdff6,references/entries/bacon/mapping.md,qa/jev-entry-batches/24-processed-meat-chinese-snacks/raw/bacon.json,平,0.93,0,0,0.95,0.03,0.02,0.05,0.04,0.07,0.09,0.32,0.04,0.05,0.07,0.05,0.05,阳+,0.32,0.22,0.03,0.26,0.49,阴-,0.19,0.4,0.02,0.29,0.29,阳+,0.32,0.42,0.04,0.05,0.49,阴-,0.33,0.5,0.03,0.26,0.21,阴-,0.29,0.46,0.05,0.15,0.34
pork-floss,肉松,肉松,正式目录,卷七,速食与零食部,肉制品与肉类零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:35:05.253487+00:00,c8297b5b237d05ff138f46dfd80196057a2ab1062592c3ad68cd349bd816f550,references/entries/pork-floss/mapping.md,qa/jev-entry-batches/24-processed-meat-chinese-snacks/raw/pork-floss.json,平,0.93,0,0,0.94,0.05,0.01,0.04,0.04,0.41,0.07,0.34,0.05,0.05,0.13,0.05,0.05,阳+,0.41,0.15,0.22,0.07,0.56,阴-,0.11,0.33,0.14,0.21,0.32,阳+,0.53,0.21,0.12,0.02,0.65,阴-,0.28,0.46,0.1,0.12,0.32,阳+,0.2,0.32,0.23,0.05,0.4
latiao,辣条,辣条,正式目录,卷七,速食与零食部,中国特色现代零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:35:05.497044+00:00,6d0d3649420bebbfbba21e66fc9495e17a1db9c6cb6ca8bf2e430249bef26fa5,references/entries/latiao/mapping.md,qa/jev-entry-batches/24-processed-meat-chinese-snacks/raw/latiao.json,平,0.75,0,0,0.79,0.09,0.12,0.05,0.06,0.12,0.43,0.32,0.05,0.06,0.11,0.05,0.05,阳+,0.26,0.21,0.01,0.33,0.45,阳-,0.22,0.32,0.01,0.41,0.26,阴-,0.29,0.47,0.01,0.07,0.45,阴-,0.27,0.45,0.02,0.29,0.24,阴-,0.48,0.61,0.02,0.11,0.26
konjac-snack,魔芋爽,魔芋爽,正式目录,卷七,速食与零食部,中国特色现代零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:35:05.760784+00:00,8df0e3a0cd04c4d895ebc587e183d93f2ff1115529651fe07aa86274b55200cb,references/entries/konjac-snack/mapping.md,qa/jev-entry-batches/24-processed-meat-chinese-snacks/raw/konjac-snack.json,平,0.88,0,0,0.91,0.02,0.07,0.06,0.07,0.1,0.38,0.2,0.05,0.06,0.16,0.06,0.05,阴-,0.37,0.54,0.02,0.25,0.19,阴-,0.61,0.72,0.01,0.23,0.04,阴-,0.87,0.9,0.01,0.01,0.08,阴-,0.81,0.86,0.05,0.06,0.03,阴-,0.87,0.9,0.03,0.04,0.03
seasoned-dried-tofu,豆干零食,豆干零食,正式目录,卷七,速食与零食部,中国特色现代零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:35:05.995521+00:00,e0a13e3e7fa95fe8bfa5ea627730703904dd277b7332150e9a25a16abecdb0a5,references/entries/seasoned-dried-tofu/mapping.md,qa/jev-entry-batches/24-processed-meat-chinese-snacks/raw/seasoned-dried-tofu.json,平,0.99,0,0,0.99,0.01,0,0.06,0.06,0.2,0.14,0.38,0.05,0.06,0.11,0.05,0.05,阴-,0.11,0.34,0.09,0.28,0.29,阴-,0.31,0.48,0.11,0.27,0.14,阳+,0.42,0.35,0.07,0.02,0.5599999999999999,阴-,0.45,0.59,0.14,0.12,0.15,阴-,0.5,0.63,0.2,0.05,0.12
lo-mei-snacks,卤味零食,卤味零食,正式目录,卷七,速食与零食部,中国特色现代零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:35:06.264052+00:00,3042f797b1e3cf3c70d0a81cf44d41c631d8acbacae3c386abc11fcad50e6aba,references/entries/lo-mei-snacks/mapping.md,qa/jev-entry-batches/24-processed-meat-chinese-snacks/raw/lo-mei-snacks.json,平,0.98,0,0,0.99,0.01,0,0.04,0.05,0.12,0.11,0.34,0.04,0.05,0.07,0.04,0.04,阳+,0.18,0.34,0.04,0.24,0.38,阴-,0.25,0.43,0.04,0.33,0.2,阴-,0.42,0.57,0.02,0.06,0.35,阴-,0.39,0.54,0.04,0.26,0.16,阴-,0.49,0.62,0.06,0.08,0.24
duck-neck,鸭脖,鸭脖,正式目录,卷七,速食与零食部,中国特色现代零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:35:06.539520+00:00,85490d11215d6fa092e9e2884f71352a8020bf92a4d5fcb6f74e0a06cc1446f0,references/entries/duck-neck/mapping.md,qa/jev-entry-batches/24-processed-meat-chinese-snacks/raw/duck-neck.json,平,0.82,0,0,0.86,0.07,0.07,0.05,0.05,0.11,0.33,0.4,0.05,0.06,0.08,0.05,0.05,阳+,0.33,0.22,0.06,0.22,0.5,阳-,0.14,0.34,0.04,0.36,0.26,阳+,0.39,0.39,0.03,0.04,0.54,阴-,0.34,0.51,0.03,0.24,0.22,阴-,0.37,0.53,0.09,0.07,0.31
boneless-chicken-feet,无骨凤爪,无骨凤爪,正式目录,卷七,速食与零食部,中国特色现代零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:35:06.804988+00:00,f608b9a97f688b2b674e8eb17a56b94e5a6b773aa6501fae752c37b2f1dbdc74,references/entries/boneless-chicken-feet/mapping.md,qa/jev-entry-batches/24-processed-meat-chinese-snacks/raw/boneless-chicken-feet.json,平,0.95,0.01,0.02,0.96,0.01,0,0.3,0.06,0.12,0.21,0.25,0.04,0.06,0.08,0.04,0.04,阳-,0.1,0.25,0.11,0.32,0.32,阳-,0.2,0.38,0.13,0.39,0.1,阴-,0.26,0.45,0.13,0.03,0.39,阴-,0.29,0.47,0.09,0.34,0.1,阴-,0.34,0.5,0.26,0.08,0.16
fish-tofu,鱼豆腐,鱼豆腐,正式目录,卷七,速食与零食部,中国特色现代零食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:43:01.025541+00:00,07336e4bd3625815aad8c2d8af07e59bd2d3b1bd2e09c74cb66b6ed68eb54ae0,references/entries/fish-tofu/mapping.md,qa/jev-entry-batches/25-fish-tofu-meals/raw/fish-tofu.json,平,1,0,0,1,0,0,0.04,0.04,0.13,0.06,0.13,0.04,0.04,0.07,0.04,0.05,阳+,0.28,0.2,0.19,0.15,0.46,阴-,0.22,0.42,0.12,0.22,0.24,阳+,0.55,0.27,0.05,0.02,0.66,阴-,0.25,0.44,0.18,0.12,0.26,阴-,0.25,0.44,0.3,0.05,0.21
beef-burger,牛肉汉堡,牛肉汉堡,正式目录,卷八,复合餐食部,汉堡与夹食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:43:01.435105+00:00,0cff34187aa3600810012a15b32986b3cf8a629961e4bd167d59eaecb7d394d2,references/entries/beef-burger/mapping.md,qa/jev-entry-batches/25-fish-tofu-meals/raw/beef-burger.json,平,0.96,0,0,0.97,0.01,0.02,0.04,0.04,0.08,0.06,0.2,0.04,0.05,0.07,0.04,0.04,阳+,0.34,0.17,0.04,0.28,0.51,阴-,0.14,0.36,0.04,0.34,0.26,阳+,0.4,0.36,0.03,0.06,0.55,阴-,0.28,0.46,0.03,0.31,0.2,阴-,0.25,0.44,0.04,0.14,0.38
fried-chicken-burger,炸鸡汉堡,炸鸡汉堡,正式目录,卷八,复合餐食部,汉堡与夹食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:43:02.006480+00:00,f81b5d597843f34001adda05af76f43e2ad668cfeb58c3fdc23879bd609a3e8d,references/entries/fried-chicken-burger/mapping.md,qa/jev-entry-batches/25-fish-tofu-meals/raw/fried-chicken-burger.json,平,0.96,0,0,0.97,0.01,0.02,0.04,0.04,0.09,0.07,0.18,0.04,0.04,0.07,0.04,0.03,阳+,0.32,0.24,0.02,0.25,0.49,阴-,0.17,0.38,0.02,0.34,0.26,阳+,0.35,0.42,0.01,0.06,0.51,阴-,0.29,0.47,0.04,0.25,0.24,阴-,0.34,0.5,0.04,0.11,0.35
plant-based-burger,植物肉汉堡,植物肉汉堡,正式目录,卷八,复合餐食部,汉堡与夹食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:43:02.448802+00:00,d60c0d75e176bc137c37c1384d24e226415bd00af771af0094757b0dcfd0d0e4,references/entries/plant-based-burger/mapping.md,qa/jev-entry-batches/25-fish-tofu-meals/raw/plant-based-burger.json,平,1,0,0,1,0,0,0.04,0.04,0.08,0.05,0.13,0.07,0.06,0.07,0.04,0.04,阳-,0.44,0.22,0.04,0.58,0.16,阳-,0.41,0.37,0.02,0.56,0.05,阳+,0.38,0.39,0.03,0.05,0.53,阳-,0.25,0.37,0.08,0.43,0.12,阴-,0.46,0.6,0.07,0.2,0.13
hot-dog,热狗,热狗,正式目录,卷八,复合餐食部,汉堡与夹食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:43:02.908099+00:00,0277c497396a496f9f18e0acbea1d5efb1b9ae7f4bb2b3184e59b8295afecc39,references/entries/hot-dog/mapping.md,qa/jev-entry-batches/25-fish-tofu-meals/raw/hot-dog.json,平,0.98,0,0,0.98,0.01,0.01,0.05,0.04,0.09,0.08,0.24,0.04,0.04,0.06,0.04,0.04,阳+,0.25,0.26,0.02,0.28,0.44,阴-,0.22,0.41,0.02,0.35,0.22,阳+,0.33,0.43,0.02,0.05,0.5,阴-,0.28,0.46,0.04,0.24,0.26,阴-,0.35,0.51,0.03,0.14,0.32
sandwich,三明治,三明治,正式目录,卷八,复合餐食部,汉堡与夹食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:43:03.312236+00:00,07e5dd514a09630dcdcd714464842d001c8b0458d58c4983cffee88e476e7318,references/entries/sandwich/mapping.md,qa/jev-entry-batches/25-fish-tofu-meals/raw/sandwich.json,平,1,0,0,1,0,0,0.05,0.04,0.11,0.05,0.23,0.04,0.04,0.08,0.04,0.04,阳+,0.17,0.29,0.05,0.28,0.38,阴-,0.24,0.43,0.02,0.42,0.13,阳+,0.42,0.38,0.02,0.03,0.56,阴-,0.39,0.55,0.1,0.2,0.15,阴-,0.53,0.65,0.05,0.1,0.2
wrap,卷饼,卷饼,正式目录,卷八,复合餐食部,汉堡与夹食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:43:03.742237+00:00,38284ee7ddb7e0d8163f7fc3cc1c3a6deaa4d2266ceefc6a69971aac62f51099,references/entries/wrap/mapping.md,qa/jev-entry-batches/25-fish-tofu-meals/raw/wrap.json,平,1,0,0,1,0,0,0.05,0.04,0.09,0.06,0.1,0.04,0.04,0.07,0.04,0.04,阳+,0.21,0.23,0.04,0.33,0.39999999999999997,阳-,0.39,0.3,0.01,0.55,0.14,阳+,0.39,0.39,0.02,0.05,0.54,阴-,0.3,0.47,0.07,0.22,0.24,阴-,0.32,0.49,0.05,0.17,0.29
burrito,墨西哥卷,墨西哥卷,正式目录,卷八,复合餐食部,汉堡与夹食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:43:04.166581+00:00,8628ea15c49eac9fc55841a7663bffb5368ce8f49fd513af9a0c331eda2a55e7,references/entries/burrito/mapping.md,qa/jev-entry-batches/25-fish-tofu-meals/raw/burrito.json,平,1,0,0,1,0,0,0.05,0.04,0.1,0.07,0.17,0.04,0.04,0.07,0.04,0.04,阳+,0.29,0.29,0.02,0.22,0.47,阳-,0.21,0.39999999999999997,0.02,0.41,0.17,阳+,0.33,0.43,0.02,0.06,0.49,阴-,0.36,0.52,0.05,0.22,0.21,阴-,0.5,0.62,0.04,0.12,0.22
bagel-sandwich,贝果三明治,贝果三明治,正式目录,卷八,复合餐食部,汉堡与夹食,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:43:04.605284+00:00,d7ff4d73325f5a085c32e55bd71dc9349a0beef8184f414c6e861db6a4e724bf,references/entries/bagel-sandwich/mapping.md,qa/jev-entry-batches/25-fish-tofu-meals/raw/bagel-sandwich.json,平,1,0,0,1,0,0,0.04,0.04,0.09,0.05,0.14,0.03,0.04,0.06,0.04,0.03,阳+,0.3,0.26,0.04,0.23,0.47,阳-,0.23,0.38,0.02,0.41,0.19,阳+,0.46,0.34,0.02,0.04,0.6,阴-,0.36,0.52,0.07,0.16,0.25,阴-,0.42,0.57,0.05,0.12,0.26
fried-chicken,炸鸡,炸鸡,正式目录,卷八,复合餐食部,炸烤食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:43:05.008962+00:00,e799fec1d8b9bb3ea10901ba035db5f58bfc700800347502146f3d28f7bcbde1,references/entries/fried-chicken/mapping.md,qa/jev-entry-batches/25-fish-tofu-meals/raw/fried-chicken.json,平,0.88,0,0,0.91,0.03,0.06,0.04,0.04,0.12,0.1,0.23,0.04,0.04,0.07,0.04,0.04,阳+,0.44,0.18,0.05,0.19,0.58,阴-,0.2,0.4,0.02,0.28,0.3,阳+,0.47,0.33,0.03,0.03,0.61,阴-,0.31,0.48,0.04,0.17,0.31,阴-,0.24,0.43,0.08,0.07,0.42
chicken-nuggets,鸡块,鸡块,正式目录,卷八,复合餐食部,炸烤食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T07:49:36.290564+00:00,0439ad9ccba4d25a994f00f5e4f02c82c10ee7524efc47f8123c63fcfd7e2917,references/entries/chicken-nuggets/mapping.md,qa/jev-entry-batches/26-fried-baked-meals/raw/chicken-nuggets.json,平,0.94,0,0,0.95,0.02,0.03,0.04,0.04,0.1,0.08,0.17,0.04,0.04,0.07,0.04,0.04,阳+,0.4,0.17,0.07,0.2,0.55,阴-,0.21,0.39999999999999997,0.04,0.27,0.29,阳+,0.56,0.27,0.03,0.04,0.66,阴-,0.25,0.44,0.04,0.19,0.33,阴-,0.33,0.5,0.08,0.08,0.34
